2024-12-10 23:47:49,427 Using device cuda.
2024-12-10 23:47:49,427 Experiment setup: {'batch_size': 1024, 'LR': 0.001, 'K': 10, 'name': 'batch_1024'}
2024-12-10 23:47:56,690 [Iteration 0/5000] train_loss: -1.50465, val_loss: -0.88453, val_recall@10: 0.00079, val_precision@10: 0.00072, val_ndcg@10: 0.00093
2024-12-10 23:48:05,119 [Iteration 200/5000] train_loss: -1153714356224.0, val_loss: -116809621504.0, val_recall@10: 0.00464, val_precision@10: 0.00253, val_ndcg@10: 0.00312
2024-12-10 23:48:13,451 [Iteration 400/5000] train_loss: -2.2137383289041715e+17, val_loss: -8.316661284837786e+16, val_recall@10: 0.01206, val_precision@10: 0.00976, val_ndcg@10: 0.01259
2024-12-10 23:48:21,666 [Iteration 600/5000] train_loss: -6.919088399012059e+20, val_loss: -2.6188428314722225e+20, val_recall@10: 0.01767, val_precision@10: 0.01338, val_ndcg@10: 0.01677
2024-12-10 23:48:29,865 [Iteration 800/5000] train_loss: -3.7590172491775182e+22, val_loss: -1.329203540431206e+22, val_recall@10: 0.02558, val_precision@10: 0.01519, val_ndcg@10: 0.01952
2024-12-10 23:48:38,045 [Iteration 1000/5000] train_loss: -5.735020674922262e+22, val_loss: -2.1573737410180963e+22, val_recall@10: 0.02373, val_precision@10: 0.01374, val_ndcg@10: 0.01821
2024-12-10 23:48:46,840 [Iteration 1200/5000] train_loss: -6.814212849309501e+22, val_loss: -2.774159048845051e+22, val_recall@10: 0.02212, val_precision@10: 0.01374, val_ndcg@10: 0.01832
2024-12-10 23:48:55,253 [Iteration 1400/5000] train_loss: -1.3399307769736304e+23, val_loss: -3.0693774353585723e+22, val_recall@10: 0.02076, val_precision@10: 0.01338, val_ndcg@10: 0.01743
2024-12-10 23:49:03,486 [Iteration 1600/5000] train_loss: -4.919201708903426e+22, val_loss: -3.975982664825719e+22, val_recall@10: 0.01717, val_precision@10: 0.01284, val_ndcg@10: 0.01637
2024-12-10 23:49:11,690 [Iteration 1800/5000] train_loss: -1.563326432169791e+23, val_loss: -3.2616583962691742e+22, val_recall@10: 0.01685, val_precision@10: 0.01248, val_ndcg@10: 0.01584
2024-12-10 23:49:20,008 [Iteration 2000/5000] train_loss: -4.566398270934513e+22, val_loss: -5.101859603310244e+22, val_recall@10: 0.01505, val_precision@10: 0.0123, val_ndcg@10: 0.01522
2024-12-10 23:49:28,291 [Iteration 2200/5000] train_loss: -1.933684451126231e+22, val_loss: -5.823634401910329e+22, val_recall@10: 0.01245, val_precision@10: 0.01139, val_ndcg@10: 0.01483
2024-12-10 23:49:36,523 [Iteration 2400/5000] train_loss: -3.146014064317629e+22, val_loss: -6.3663014936898525e+22, val_recall@10: 0.01249, val_precision@10: 0.01157, val_ndcg@10: 0.01469
2024-12-10 23:49:44,823 [Iteration 2600/5000] train_loss: -1.9548238974171455e+22, val_loss: -6.732019453950213e+22, val_recall@10: 0.01319, val_precision@10: 0.01157, val_ndcg@10: 0.01522
2024-12-10 23:49:53,120 [Iteration 2800/5000] train_loss: -2.193276437247494e+23, val_loss: -5.678023118038261e+22, val_recall@10: 0.01604, val_precision@10: 0.0123, val_ndcg@10: 0.01597
2024-12-10 23:50:01,479 [Iteration 3000/5000] train_loss: -4.508877846133774e+22, val_loss: -5.567788960319076e+22, val_recall@10: 0.01596, val_precision@10: 0.0123, val_ndcg@10: 0.01594
2024-12-10 23:50:09,797 [Iteration 3200/5000] train_loss: -8.40339174478025e+22, val_loss: -6.456142901936341e+22, val_recall@10: 0.01596, val_precision@10: 0.0123, val_ndcg@10: 0.01606
2024-12-10 23:50:18,179 [Iteration 3400/5000] train_loss: -1.841733196526312e+23, val_loss: -8.08567900402792e+22, val_recall@10: 0.01453, val_precision@10: 0.01175, val_ndcg@10: 0.01527
2024-12-10 23:50:26,413 [Iteration 3600/5000] train_loss: -7.638495880468017e+22, val_loss: -7.947605845212144e+22, val_recall@10: 0.01592, val_precision@10: 0.01212, val_ndcg@10: 0.01591
2024-12-10 23:50:34,692 [Iteration 3800/5000] train_loss: -7.749458270246948e+22, val_loss: -9.141720874890623e+22, val_recall@10: 0.01554, val_precision@10: 0.01157, val_ndcg@10: 0.01548
2024-12-10 23:50:43,091 [Iteration 4000/5000] train_loss: -6.457235475205941e+22, val_loss: -9.002574958643608e+22, val_recall@10: 0.01516, val_precision@10: 0.01103, val_ndcg@10: 0.01516
2024-12-10 23:50:51,484 [Iteration 4200/5000] train_loss: -1.753161623230757e+23, val_loss: -8.822089600697033e+22, val_recall@10: 0.01518, val_precision@10: 0.01121, val_ndcg@10: 0.01527
2024-12-10 23:50:59,785 [Iteration 4400/5000] train_loss: -5.806539638444756e+22, val_loss: -9.146830659027838e+22, val_recall@10: 0.01518, val_precision@10: 0.01121, val_ndcg@10: 0.01524
2024-12-10 23:51:08,041 [Iteration 4600/5000] train_loss: -5.316755614929668e+22, val_loss: -9.852387995369762e+22, val_recall@10: 0.01555, val_precision@10: 0.01139, val_ndcg@10: 0.01545
2024-12-10 23:51:16,423 [Iteration 4800/5000] train_loss: -8.341753678840206e+22, val_loss: -8.277229706258943e+22, val_recall@10: 0.01555, val_precision@10: 0.01139, val_ndcg@10: 0.01562
2024-12-10 23:51:24,818 [Iteration 4999/5000] train_loss: -5.497626030644383e+22, val_loss: -1.0560694328924233e+23, val_recall@10: 0.01555, val_precision@10: 0.01139, val_ndcg@10: 0.01585
2024-12-10 23:54:59,213 Using device cuda.
2024-12-10 23:54:59,214 Experiment setup: {'batch_size': 1024, 'LR': 0.001, 'K': 10, 'name': 'batch_1024'}
2024-12-10 23:55:06,468 [Iteration 0/5000] train_loss: -1.11284, val_loss: -0.50504, val_recall@10: 0.00078, val_precision@10: 0.0009, val_ndcg@10: 0.00101
